,TweetCount,close,volume,tweet_pct_chg,close_pct_chg,volume_pct_chg
TweetCount,1.0,0.02747454885297125,0.8426157688228268,0.5863055129668026,0.13048530598168304,0.30864370243789957
close,0.02747454885297125,1.0,-0.04620980194281063,-0.03170267872639967,0.2318223065951265,-0.027987319353107373
volume,0.8426157688228268,-0.04620980194281063,1.0,0.24473577837994234,0.13833609345185757,0.17916635033744038
tweet_pct_chg,0.5863055129668026,-0.03170267872639967,0.24473577837994234,1.0,-0.0416506177174506,0.6610835385943922
close_pct_chg,0.13048530598168304,0.2318223065951265,0.13833609345185757,-0.0416506177174506,1.0,-0.10080827177390356
volume_pct_chg,0.30864370243789957,-0.027987319353107373,0.17916635033744038,0.6610835385943922,-0.10080827177390356,1.0
