,Close_Corr,Vol_Corr
VZIO,0.317021343622952,0.7985343769277501
CPNG,0.1553845345477894,0.9015277695924747
SKYA,0.5656073352660836,0.22365309055416316
VTEX,-0.08331044748915722,0.580507340641434
DUOL,0.15483615484681695,0.3900021727420199
